#,Business Name,Industry/Niche,Bogota Location,Website,Website Problem,Business Email,Evidence/Source,Why High-Ticket Prospect,Lead Score
182,S.O.G. Finca Raíz Inmobiliaria,Corretaje inmobiliario (venta y arriendo residencial/comercial),"Bogotá D.C., Colombia",https://sogfincaraiz.com/,"Contacto principal es cuenta de Gmail personal en vez de dominio propio; plantilla estándar de Wasi.co sin diferenciación de marca, sin testimonios ni perfiles del equipo.",sogfincaraiz@gmail.com,"Página de contacto/footer, confirmado en redes sociales oficiales enlazadas","Portafolio activo de 60+ inmuebles en venta y arriendo (casas, apartamentos, bodegas, oficinas, lotes, locales) — transacciones de corretaje de alto valor recurrentes.",7
183,Avalúos e Inmuebles (EGEPROYEC S.A.S.),Avalúos certificados de bienes raíces,"Bogotá D.C., Colombia",https://avaluoseinmuebles.com.co/,Correo de contacto es Gmail personal en vez del dominio propio; plantilla genérica de WordPress con enlaces tipo '#' sin destino y sin testimonios.,avaluosinmuebles.co@gmail.com,Footer/página de contacto del sitio propio,"Avalúos certificados en las 13 categorías reguladas en Colombia, incluyendo avalúos NIIF para empresas y de sucesiones.",7
184,GeoAvalúos (Avalúos y Consultoría),Avalúos comerciales certificados (RAA),"Cra. 91 #137-58, Bogotá D.C.",https://www.geoavaluos.com/,"El sitio conserva enlaces/placeholders rotos apuntando al demo del tema comprado (demo.casethemes.net), señal de instalación de plantilla nunca terminada de limpiar.",solicitudes@geoavaluos.com,Footer/contacto del sitio propio; email coincide con dominio,"Avalúos comerciales certificados RAA para propiedades institucionales de alto valor (colegios, iglesias, hospitales, bodegas, oficinas).",7
185,Casas y Apartamentos Bogotá,Corretaje inmobiliario (venta y arriendo residencial/comercial),"Bogotá, Cundinamarca, Colombia",https://www.casasyapartamentosbogota.com/,Mensajes de error de PHP visibles en metatags; plantilla genérica con fotografía de stock; contenido inconsistente sobre ubicación (menciona Valle del Cauca).,info@casasyapartamentosbogota.com,Footer/contacto; email coincide con dominio,"Portafolio de venta y arriendo de apartamentos, casas, oficinas, locales, bodegas, lotes y edificios.",6
186,GEVAIN S.A.S.,"Avalúos certificados (RAA, ISO 9001)","Carrera 7 No 24-17, Oficina 1801, Bogotá D.C.",https://gevain.com/,"Enlaces de navegación rotos y duplicados, diseño con imágenes de stock y estilo básico desactualizado, sin prueba social relevante.",atencionalcliente@gevain.com,Footer/contacto; email coincide con dominio,"Avalúos certificados ISO 9001:2015 para propiedades residenciales, comerciales e industriales, y valoraciones NIIF y de seguros con cobertura nacional.",7
187,Ernesto Sierra & Cía Ltda,Avalúos certificados y corretaje inmobiliario,"Calle 85 # 10-79, Bogotá D.C.",https://www.ernestosierra.com.co/avaluos.html,"Diseño anticuado (layout básico, casi sin imágenes), sin testimonios de clientes ni casos mostrados, pese a ser miembro de la Lonja de Propiedad Raíz.",esierra@ernestosierra.com.co,Página de servicios/contacto; email coincide con dominio y nombre del responsable,"Avaluador certificado RAA y miembro de la Lonja de Propiedad Raíz, con servicios combinados de avalúos, ventas, arriendos, hipotecas y asesoría legal.",8
188,Convivamos Abisambra y Cía Ltda,Administración de propiedad horizontal institucional,"Carrera 18A No. 143-61, Bogotá D.C.",https://convivamosltda.com/,"Plantilla corporativa genérica sin distinción visual propia, sin ningún testimonio de clientes/copropiedades administradas pese a años de operación activa.",gerente@convivamosltda.com,Footer/contacto; nombre del gerente confirmado en nota de reconocimiento publicada en el propio sitio,Administración integral de PH institucional combinada con seguridad privada y aseo — contratos recurrentes de alto valor.,7
189,Irene Szajowicz Finca Raíz (ISFR),Corretaje inmobiliario y avalúos,"Cra. 11 No. 93A - 24 Int 2, Bogotá D.C.",https://www.irenefincaraiz.com/,"Estética visiblemente desactualizada con estructura de plantilla básica, navegación repetitiva, sin ningún testimonio de clientes.",contacto@irenefincaraiz.com,Footer/contacto; email coincide con dominio,"Operación multi-ciudad (Bogotá, Barranquilla, Chía) con arriendos, ventas, avalúos, seguros y proyectos de desarrollo inmobiliario.",7
190,Valor Construido S.A.S.,Avalúos comerciales certificados (NIIF),Bogotá D.C. (cobertura Bogotá y Cundinamarca),https://valorconstruido.com/avaluos-bogota/,Menú 'LONJA' con enlaces de anclaje rotos; la página enfocada en Bogotá mezcla referencias inconsistentes a su operación en Medellín; sin testimonios.,comercial@valorconstruido.com,Footer/contacto; email coincide con dominio,"Avalúos comerciales, rurales, de maquinaria y NIIF para procesos legales y financieros de alto valor.",7
191,Avalúos Capital,Avalúos certificados (RNA),"Edificio Osaka Trade Center, Calle 74 No. 15-80, Of. 508, Bogotá D.C.",https://avaluoscapital.com/bogota,"Meta-descripciones con keyword stuffing evidente, sin testimonios visibles, sobre plantilla WordPress genérica sin personalización de marca.",info@avaluoscapital.com,Footer/contacto; email coincide con dominio,"Avalúos certificados RNA para propiedad urbana, rural, maquinaria e infraestructura con entrega en 48 horas.",6
192,Inmobiliaria B&R,"Corretaje inmobiliario (venta y arriendo residencial, zona norte)","Calle 145a #21-29, Usaquén, Bogotá D.C.",https://inmobiliariabr.com.co/,Varias imágenes de propiedades no cargan (placeholders SVG); sección de 'Testimonios' aparece vacía.,info@inmobiliariaenbogota.com,Listado en página de contacto; confirmado también en inmobiliariaenbogota.com y Facebook oficial @brinmobiliariabogota,Corretaje especializado en el norte de Bogotá (Usaquén/Cedritos) con venta, arriendo y asesoría de inversión de estrato alto.,6
193,Bienes y Proyectos Inmobiliarios S.A.S. (BYP Inmobiliarios),"Corretaje inmobiliario, administración de arriendos y avalúos","Carrera 69A # 23C – 75 Local 1, Bogotá D.C.",https://bypinmobiliarios.com/home/,"Plantilla genérica de WordPress (Slider Revolution) con elementos de navegación incompletos, prácticamente sin contenido de equipo, sin testimonios.",contactenos@bypinmobiliarios.com,Footer/contacto; email coincide con dominio,"Gestión integral de arriendos, ventas, avalúos y asesoría legal civil/inmobiliaria en varias ciudades.",7
194,CM & CIA Asesores de Seguros Ltda,"Corretaje de seguros (personas y empresas, incluye SOAT)","Cra 50 # 128C-83, Piso 2, Bogotá D.C.",https://www.cmasegurosltda.com/,Plantilla genérica de Wix con fotografía de stock; varias secciones del menú muestran el nombre técnico interno del constructor sin editar.,comercial@cmasegurosltda.com,mailto en el sitio propio,"Corredora Ltda constituida con oficina propia en Bogotá desde 2010, ofrece paquetes empresariales además de personales.",7
195,CAF Asesores de Seguros Ltda,"Corretaje de seguros corporativos (riesgos, cumplimiento, propiedad, empresarial)","Calle 98 No. 70-91, Oficina 1004, Centro Empresarial Pontevedra, Bogotá D.C.",https://www.seguroscaf.com/,Sección de seguro vehicular con texto Lorem Ipsum sin reemplazar; varios enlaces de cotización llevan a '#' sin destino.,liliana.alba@seguroscaf.com,mailto en el sitio propio,"Correduría autorizada especializada en riesgos y seguros empresariales, de cumplimiento y de propiedad — mandatos corporativos de prima alta.",7
196,Ingeniería & Automatización S.A.S.,Ingeniería industrial — automatización de procesos y mantenimiento de plantas,"Carrera 77 bis 65A-39, Bogotá D.C.",https://www.i-automatizacion.com/,Diseño de comienzos/mediados de la década pasada; varias tarjetas de servicio repiten literalmente el mismo texto genérico sin adaptar.,ventas@i-automatizacion.com,mailto en el sitio propio,"Plataforma propia (SIP) para gestión de datos industriales, operación de plantas, mantenimiento y telecomunicaciones — contratos técnicos B2B recurrentes.",7
197,Colombiana de Calderas y Equipos SAS (Colcalderas),Ingeniería industrial — fabricación y mantenimiento de calderas industriales,"Carrera 53 # 17-78, Bogotá D.C.",https://colcalderas.com/,"Diseño básico y desactualizado (aspecto de comienzos de los 2000), sin testimonios o casos documentados pese a mencionar clientes reales del sector petrolero.",mercadeo@colcalderas.com,mailto en el sitio propio,"Fabricante de calderas industriales desde 1977, con clientes nombrados como Ecopetrol y Pacific Rubiales — contratos técnicos de alto valor.",8
198,Colding SM,Ingeniería industrial — refrigeración/climatización industrial y automatización eléctrica,"Carrera 72J # 37B-35 Sur, Bogotá D.C.",https://www.coldingsm.com.co/,"Varias secciones de servicio conservan texto de relleno del constructor sin reemplazar, pese a mostrar logos reales de clientes.",sercliente@coldingsm.com.co,mailto en el sitio propio,"Diseño, montaje y mantenimiento de refrigeración comercial/industrial para clientes reales nombrados (El Corral, Papa John's, Postobón, Colombina).",7
199,Industrial Energy SAS,"Ingeniería industrial — plantas eléctricas, tableros y automatización","Bogotá, Colombia",http://www.industrialenergysas.com/,"Diseño anticuado tipo comienzos de los 2010, sin testimonios; toda la conversión depende de WhatsApp, sin formulario de contacto ni dirección física publicada.",contacto@industrialenergysas.com,"Sitio propio, email listado junto a mención de ciudad Bogotá","Venta, mantenimiento y alquiler de plantas eléctricas, bancos de carga, diseño de tableros y automatización — 13 años de trayectoria.",6
200,Cuartos Fríos Bogotá,Ingeniería industrial — refrigeración industrial (diseño e instalación de cuartos fríos),"Carrera 110B # 136A-54, Bogotá D.C.",https://cuartosfriosbogota.com.co/,"Varias secciones del sitio conservan texto de relleno tipo Lorem Ipsum sin reemplazar, pese a incluir fotos reales de proyectos e insumos (Danfoss, Copeland).",comercial@cuartosfriosbogota.com.co,mailto en el sitio propio,"Diseño e instalación de cuartos fríos industriales para hoteles, hospitales y clubes, con más de 20 años de trayectoria.",7
201,Inri Asesorías Contables y Tributarias,"Consultoría contable, tributaria y revisoría fiscal para empresas","Carrera 72B No. 5B-93, Oficina 501, Bogotá D.C.",https://www.inriasesorias.com/,"El sitio ofrece revisoría fiscal, auditoría y consultoría NIIF pero en ninguna sección aparece el nombre de ningún contador, socio o representante de la firma, ni testimonios de clientes.",gerenciaadministrativa@inriasesorias.com,"https://www.inriasesorias.com/ (footer/contacto), https://www.inriasesorias.com/nosotros","Presta revisoría fiscal, auditoría y consultoría NIIF a empresas: contratos corporativos recurrentes de valor alto.",7
202,Trivinoz & Asociados,"Contaduría pública — administración contable, nómina, impuestos e implementación NIIF/IFRS para empresas","Calle 106 No. 56-62, Oficina 212, Bogotá",https://trivinozyasociados.wixsite.com/prin,"El ícono de WhatsApp visible es decorativo y no enlaza a ningún chat, y el enlace del menú hacia ""Quiénes Somos"" no despliega contenido.",trivinozyasociados@hotmail.com,https://trivinozyasociados.wixsite.com/prin y /quienes-somos,"Ofrece implementación de IFRS/NIIF, administración de impuestos y nómina para empresas — servicios contables corporativos recurrentes.",7
203,Conaudit Group,"Consultoría contable — outsourcing, asesoría tributaria, revisoría fiscal y auditoría para empresas","Calle 70A Bis A No. 116C-21, Of. 4-404, Bogotá",https://conauditgroup.wixsite.com/conauditgroup,"El sitio ofrece revisoría fiscal y auditoría pero no menciona el nombre de ningún profesional del equipo, y no incluye testimonios de las empresas atendidas.",conauditgroup@gmail.com,https://conauditgroup.wixsite.com/conauditgroup y /contacto,La revisoría fiscal y la auditoría son servicios estatutarios contratados por empresas de forma recurrente.,6
204,KRYPTO,Consultoría financiera y contable / outsourcing financiero para empresas medianas,"Carrera 7B No. 108A-66, Casa Norte, Bogotá D.C.",https://www.krypto.com.co/,"La sección de testimonios muestra una cita atribuida a ""Juan Pérez, CEO de Empresa XYZ"" repetida de forma idéntica en cada espacio del carrusel, sin reemplazar por comentarios reales.",comercial@krypto.com.co,"https://www.krypto.com.co/ (testimonios/footer), https://www.krypto.com.co/nosotros",Ofrece consultoría de eficiencia financiera y gobierno corporativo a empresas medianas — consultoría B2B recurrente de valor alto.,8
205,Carlos Hernández Abogados,Abogados — derecho comercial y corporativo,"Carrera 16 No. 97-46, Piso 7, Bogotá",https://carloshernandezabogados.com/,"Varias fotografías en las páginas de servicios no cargan y aparecen como recuadros rotos, y no hay testimonios de clientes ni perfiles individuales de los demás abogados del equipo.",carloshernandezabogados.com@gmail.com,https://carloshernandezabogados.com/abogados-derecho-comercial.html,Firma con 22 años en el mercado que atiende clientes empresariales en varias ciudades en derecho comercial.,7
206,Centro Oftalmológico Colombiano,Oftalmología particular (clínica con múltiples oftalmólogos y cirugía ocular),"Carrera 19A No. 85-11, Piso 4°, 5° y 6°, Bogotá, Colombia",https://centro-oftalmologico85.com/,"El sitio corre sobre Joomla 1.5 (sin soporte desde hace años), sin viewport ni diseño adaptable a móvil, y sin WhatsApp, formulario, testimonios ni galería.",info@centro-oftalmologico85.com,https://centro-oftalmologico85.com/index.php?option=com_content,Institución oftalmológica establecida con varios pisos propios de consultorios y cirugía — procedimientos de valor alto y pago directo.,7
207,CB Ingenieros S.A.S.,Ingeniería civil - interventoría y consultoría de obra,"Calle 98 #22-64, Oficina 507, Bogotá D.C., Colombia",https://cbingenieros.com/,"La página afirma haber realizado mantenimiento a más de 30 colegios e interventoría en más de 180 km de vías, pero la galería no muestra fichas ni fotos de esos proyectos, y no incluye testimonios.",info@cbingenieros.com,https://cbingenieros.com/,Firma de ingeniería desde 1982 que compite por contratos de interventoría técnica en obras de infraestructura de valor alto.,8
208,RC Arquitectos S.A.S.,Diseño y construcción - ingeniería civil (vías y redes de servicios públicos),"Carrera 15 #104-76, Oficina 204, Bogotá D.C., Colombia",https://www.rcarquitectos.com.co/,"El sitio destaca más de 20 años de trayectoria y logos de clientes, pero no incluye fichas de proyectos con imágenes de antes/después ni testimonios escritos.",gerencia@rcarquitectos.com.co,https://www.rcarquitectos.com.co/,Empresa constituida con oficinas en Bogotá e Ibagué en diseño y construcción de obras civiles y redes de servicios públicos.,8
209,Grupo Bazzani,"Interventoría técnica, administrativa, jurídica, financiera y ambiental de obra","Transversal 24a # 60-12, Bogotá D.C., Colombia",https://grupobazzani.com/,"El enlace de Twitter del pie de página redirige a la página genérica de inicio de Twitter, y varias imágenes en el listado de proyectos quedan como marcador de carga ('placeholder.svg') sin mostrar la fotografía final.",proyectos.interventorias@grupobazzani.com,https://grupobazzani.com/interventorias/ y /contacto/,"Firma de interventoría en infraestructura educativa (FFIE), estaciones de policía e instalaciones militares — contratos institucionales de valor alto.",7
210,Integridad e Interventorías SAS,"Interventoría, control de calidad e ingeniería de integridad de activos","Carrera 23 No. 44 Sur-56, Bogotá, Colombia",http://www.integridadeinterventorias.com.co/,El sitio muestra publicidad de terceros (Google AdSense) en sus páginas de servicios y no tiene una sección de portafolio con proyectos ejecutados ni formulario de contacto propio.,gestion@integridadeinterventorias.com.co,http://www.integridadeinterventorias.com.co/,"Empresa SAS que ofrece interventoría, auditorías, ensayos no destructivos e implementación de sistemas ISO a empresas.",6
211,Acevedo y Cía,"Finca raíz de alto valor (venta, arriendo y avalúos residenciales/comerciales)","Carrera 9 No. 53-81, Bogotá D.C., Colombia",https://www.acevedoycia.com/,"En la sección de asesores y en el blog del sitio aparece visible el código de plantilla sin procesar (por ejemplo ""{{asesores.name}}"", ""{{asesores.email}}"", ""{{entrada.title}}"").",contacto@acevedoycia.com,"https://www.acevedoycia.com/ (sección de asesores, blog y mailto)","Inmobiliaria familiar en Bogotá con más de cinco décadas operando, comisiones de venta, arriendo y avalúos de alto valor.",8
212,Inmobiliaria REYCO S.A.S.,Finca raíz de alto valor (venta y arriendo residencial/comercial),"Carrera 14 No. 75-42, El Lago, Bogotá D.C., Colombia",http://www.inmobiliariareyco.com/,"El sitio tiene un diseño de hace más de una década y varios enlaces dentro de las secciones ""Propietarios"" y ""Arrendatarios"" no llevan a ninguna página (quedan marcados con ""#"").",reyco@inmobiliariareyco.com,http://www.inmobiliariareyco.com/ (Propietarios/Arrendatarios y mailto),Agencia inmobiliaria con matrícula de arrendador antigua y oficinas en Bogotá y Bucaramanga.,7
213,Romero Serrano Inmobiliaria S.A.S.,Finca raíz de alto valor (administración y comercialización de inmuebles corporativos),"Centro Ejecutivo Santa Bárbara, Av. 19 No. 118-95, Oficinas 610-611, Bogotá D.C., Colombia",https://www.romeroserrano.com/,"En las secciones ""Propiedades Destacadas"" y ""Nuestras Noticias"" de la portada, el sitio muestra literalmente el texto ""Loading..."" en lugar de cargar el contenido real.",comercial@romeroserrano.com,https://www.romeroserrano.com/,"Firma dedicada a la administración y comercialización de espacios corporativos, logística y retail desde 1989.",8
214,Gestiones Inmobiliarias F.T. SAS,"Finca raíz de alto valor (venta, arriendo y avalúos)","Carrera 14A No. 127-15, Oficina 702, Bogotá D.C., Colombia",https://www.gestionesinmobiliarias.com/,"Los contadores de estadísticas de la portada muestran ""0+"" en vez de una cifra real, y varias imágenes del blog y logos de aliados se quedan cargando sin mostrar la imagen final.",contacto@gestionesinmobiliarias.com,https://www.gestionesinmobiliarias.com/,Inmobiliaria con más de 14 años de trayectoria y portafolio amplio en Bogotá y la sabana.,7
215,Bívalo Inmobiliario SAS,Finca raíz de alto valor (venta y arriendo residencial/comercial),"Calle 76 #16-22, Bogotá D.C., Colombia",https://www.bivalo.com/,"En la sección de propiedades destacadas aparece un ícono de imagen ""cargando"" sin mostrar la foto final, y el enlace de ""PSE"" dentro del menú de Clientes no lleva a ninguna página.",servicioalcliente@bivalo.com,https://www.bivalo.com/ y /contacto,"Inmobiliaria con registro de arrendador dedicada a venta y arriendo de inmuebles en Bogotá, con portal de pagos en línea.",7
216,Servicios Inmobiliarios ISLA,Finca raíz de alto valor (venta y arriendo residencial/comercial),"Carrera 12 #98-35, Oficina 405, Bogotá D.C., Colombia",https://www.inmobiliariaisla.com/,"Varios elementos del menú de navegación no llevan a ninguna sección, y el sitio no muestra botón de WhatsApp ni chat en vivo en la portada.",comercial@inmobiliariaisla.com,https://www.inmobiliariaisla.com/,Agencia inmobiliaria con oficina propia en Bogotá dedicada a venta y arriendo de inmuebles comerciales/residenciales.,6
217,Inmobiliaria Makale SAS,"Finca raíz de alto valor (administración, arriendo y venta)","Carrera 15 No. 116-06, Oficina 614, Bogotá D.C., Colombia",https://www.inmobiliariamakale.com.co/,El sitio no tiene botón de WhatsApp ni formulario de contacto en sus páginas principales; el único camino para escribir es marcar teléfono o buscar el correo entre el texto.,comercial@inmobiliariamakale.com.co,https://www.inmobiliariamakale.com.co/,"Inmobiliaria en Bogotá dedicada a administración, arriendo y venta de inmuebles con líneas separadas de gerencia y arriendos.",6
218,Aconaire SAS,Ingeniería industrial - climatización y aire acondicionado industrial,"Carrera 103 #25A-02, Bogotá D.C.",https://aconaire.com.co/,"La página principal muestra, mezclado con el contenido normal, enlaces y textos en varios idiomas relacionados con casas de apuestas y casinos en línea, indicando contenido inyectado ajeno al negocio.",info@aconaire.com.co,https://aconaire.com.co/ y /aire-acondicionado-industrial-en-bogota/,"Atiende plantas de producción y centros de distribución con sistemas de climatización industrial, contrato recurrente de alto valor.",8
219,INMEC CNC,Ingeniería industrial - metalmecánica y mecanizado CNC,"Av. Calle 22 #33-65, Bogotá",https://www.inmeccnc.com/,"El sitio no cuenta con un formulario de contacto interactivo, no presenta testimonios ni casos de clientes, y el menú de navegación incluye enlaces vacíos.",info@inmeccnc.com,https://www.inmeccnc.com/fabricacion-de-estructuras-metalicas-bogota.aspx,"Ofrece mecanizado CNC, corte por chorro de agua y láser para fabricación de piezas industriales de precisión.",7
220,Diaseguros Gama,Seguros corporativos - agencia colocadora de seguros,"Av 115 No 106-32 Oficina 610, Edificio Av Villas, Bogotá",https://www.diasegurosgama.com/,"El sitio presenta un diseño sin actualizar y detalles de edición sin corregir, como los textos ""ContinUAR LEYENDO"" y ""Preguntasfrecuentes"" visibles en la sección de servicios.",comercial@diasegurosgama.com,https://www.diasegurosgama.com/,"Ofrece pólizas corporativas de responsabilidad civil, cumplimiento, ingeniería, riesgos laborales y transporte.",7
221,CNC Bogotá SAS,Ingeniería industrial - metalmecánica y maquinaria CNC,"Calle 9 #30-29, Bogotá D.C.",https://cncbogotasas.com/,"Pese a declarar más de dos décadas de experiencia y alianzas con marcas como Siemens, el único correo de contacto visible es una cuenta de Gmail y no hay testimonios de clientes.",cnc.bogotasas@gmail.com,https://cncbogotasas.com/,Distribuye y da soporte a maquinaria industrial CNC para plantas de fabricación.,7
222,MCM Seguros,Seguros corporativos - brokerage de seguros empresariales,"Calle 125 #21A-70 Oficina 404, Bogotá",https://mcmseguros.com/,"En la sección de seguros empresariales (PYME, D&O, Cyber, maquinaria) no hay formulario de contacto ni botón de WhatsApp visible.",crm@mcmseguros.com,https://mcmseguros.com/,"Se presenta como parte de uno de los cinco mayores brokers de seguros del país, con pólizas empresariales especializadas.",7
223,Compresores Colombia (Everardo Puentes),Ingeniería industrial - mantenimiento de compresores industriales,"Calle 1H #21-45, Barrio El Vergel, Bogotá",http://compresorescolombia.com/,"Varios enlaces del menú de navegación quedan vacíos, el sitio no tiene formulario de contacto ni WhatsApp integrado, y el correo principal es una cuenta de Gmail personal en vez de un dominio propio.",puentes.everardo@gmail.com,http://compresorescolombia.com/contacto.html,Ofrece mantenimiento y reparación especializada de compresores de aire en plantas industriales.,6
224,Acuahot SAS,Ingeniería industrial - mantenimiento de calderas y calentadores,"Calle 74 #61-21, Bogotá",https://www.calentadoresycalderasbogota.com/,"El sitio corresponde a una plantilla básica de WordPress sin personalizar, sin ningún testimonio o caso de cliente que respalde los 20 años de experiencia mencionados.",ventas@calentadoresycalderasbogota.com,https://www.calentadoresycalderasbogota.com/,"Realiza mantenimiento y reparación de calderas y calentadores industriales, contratos empresariales recurrentes.",6
225,Bombas Acuabombas,Ingeniería industrial - mantenimiento de bombas y motores industriales,"Calle 69A #70-84, Bogotá",https://www.bombasacuabombas.com/,"La galería de proyectos incluye varias imágenes que no cargan y botones sin destino funcional, y el correo principal es una cuenta de Gmail pese a mencionar 20 años de experiencia.",bombasacuabombas@gmail.com,https://www.bombasacuabombas.com/mantenimiento-de-equipos,Ofrece mantenimiento especializado de bombas y motores eléctricos para plantas industriales.,6
226,Asistencia Jurídica de Colombia,"Abogados — derecho civil, penal, laboral, familiar, administrativo, propiedad horizontal y cobro de cartera","Carrera 11H No. 33F-39, Piso 2, Bogotá",https://asistenciajuridica65.wixsite.com/my-site,"El sitio usa la plantilla estándar de Wix sin terminar de personalizar: el texto de la visión institucional aparece duplicado en la misma página, varios enlaces internos del menú no llevan a contenido desarrollado, y la sección del equipo muestra una fotografía sin información adicional de los abogados.",asistenciajuridicadecolombia@gmail.com,https://asistenciajuridica65.wixsite.com/my-site,"Maneja cobro y recuperación de cartera empresarial, auditoría jurídica y propiedad horizontal para empresas y administraciones.",6
227,Abogados Bogotá SAS (Fundación Abogados Colombia),"Abogados - civil, constitucional, laboral, arrendamientos, sucesiones","Calle 26 # 69 - 76 Torre 3 Oficina 1501, Bogotá",https://abogadosbogotasas.wixsite.com/website,"Sitio en subdominio gratuito de Wix (sin dominio propio); el contacto principal es una cuenta Gmail en vez de un correo de dominio corporativo; el sitio indica explícitamente ""No hay atención presencial""; sin testimonios de clientes.",fundacionabogadoscolombia@gmail.com,https://abogadosbogotasas.wixsite.com/website (visitado vía WebFetch),"Firma multi-área (constitucional, laboral, civil) con oficina física en zona empresarial de Bogotá (Calle 26), maneja procesos judiciales de valor recurrente.",7
228,Melgarejo Baquero,"Abogados - administrativo, civil, familia, comercial, laboral","Calle 126 #7B-32, Usaquén, Bogotá",https://abogadosmelbaq9.wixsite.com/melgarejobaquero,Sitio en subdominio gratuito de Wix; contacto principal es Hotmail personal en vez de dominio propio; enlaces de redes sociales son los genéricos de plantilla Wix sin cuentas propias vinculadas; sin testimonios.,abogadosmelbaq@hotmail.com,https://abogadosmelbaq9.wixsite.com/melgarejobaquero (visitado vía WebFetch),"Bufete fundado por abogado especialista en derecho administrativo (Universidad del Rosario) con oficina propia en Usaquén, zona de alto valor comercial.",7
229,Soluciones Fénix (Abogados y Asociados),"Abogados - derecho empresarial, contratos, cumplimiento","Cra 6 #12-34 Oficina 303, Bogotá",https://solucionesfenixbog.wixsite.com/abogadosyasociados,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; sin número de teléfono visible; sin testimonios de clientes.,abogadosyasociados.sf@gmail.com,https://solucionesfenixbog.wixsite.com/abogadosyasociados/nosotros (visitado vía WebFetch),"Director con 15+ años de litigio en derecho administrativo, oficina física en Cra 6 (Centro), enfoque en formalización de contratos empresariales.",6
230,Gaitán Contadores Públicos,Consultoría contable y tributaria,Bogotá D.C.,https://gaitancontadorespu.wixsite.com/contadores-gait-n,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; no se muestra dirección física completa.,gaitancontadorespublicos@gmail.com,https://gaitancontadorespu.wixsite.com/contadores-gait-n (visitado vía WebFetch),"Firma contable con oferta de consultoría financiera, tributaria, nómina y declaraciones — servicios recurrentes de alto valor para pymes.",6
231,MOMAC Contadores & Asesores,Consultoría contable y tributaria,"Cra. 50 #102A-34 Of. 503, Bogotá",https://contadoresmomac.wixsite.com/website,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; sin WhatsApp visible; sin testimonios.,contadoresmomac@gmail.com,https://contadoresmomac.wixsite.com/website (visitado vía WebFetch),"Oficina propia en zona empresarial (Cra 50), servicio de declaraciones tributarias, facturación electrónica y estados financieros para empresas.",7
232,Abogados Autónomos,"Abogados - derecho penal, laboral, civil, público",Bogotá D.C.,https://autonomosabogados.wixsite.com/website/acerca-de-2,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; sin teléfono ni WhatsApp visibles; sin testimonios.,autonomos.abogados@gmail.com,https://autonomosabogados.wixsite.com/website/acerca-de-2 (visitado vía WebFetch),Especialización en derecho penal (defensas de alto valor) con enfoque adicional en laboral y civil.,6
233,Inversiones Rubio Asesores,"Asesoría jurídica e inmobiliaria (civil, comercial, administrativo, familia, laboral, penal, migratorio)","Cll 12b #6-82, Bogotá",https://invrubioasesores.wixsite.com/invrubioasesores,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; sin testimonios de clientes visibles.,Rubioasesores2008@gmail.com,https://invrubioasesores.wixsite.com/invrubioasesores (visitado vía WebFetch),"Combina asesoría jurídica multi-área con servicios inmobiliarios y remates judiciales — transacciones de valor alto, oficina física en el Centro de Bogotá.",7
234,Legality Asesores,"Abogados - derecho comercial, propiedad intelectual, corporativo, seguridad social","Bogotá, Colombia",https://legalityasesores.wixsite.com/inicio,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; sin WhatsApp visible; consulta inicial limitada a 20 minutos indica operación pequeña.,legalityasesores@gmail.com,https://legalityasesores.wixsite.com/inicio (visitado vía WebFetch),Especialización poco común en propiedad intelectual y derecho corporativo combinada con TI — nicho de alto valor por transacción.,7
235,Minniti Abogados S.A.S.,"Abogados - administrativo, civil, familia","Calle 125 Bis # 20-75, Barrio Santa Bárbara, Edificio Ejecutivo 125 Oficina 307C, Bogotá",https://minnitiabogados.wixsite.com/colo,Sitio en subdominio gratuito de Wix; contacto principal es Gmail en vez de dominio propio; sin WhatsApp visible; sin testimonios.,minnitiabogados@gmail.com,https://minnitiabogados.wixsite.com/colo (visitado vía WebFetch),"Firma constituida como S.A.S. con oficina propia en edificio ejecutivo (Santa Bárbara), práctica en derecho administrativo con cobertura nacional declarada.",7
236,Dra. Piedad Almario Ariza (Dermatología),"Dermatología estética (acné, arrugas, botox, detección de cáncer de piel)","Carrera 45a #95-37, Edificio Castellana Forum, Barrio La Castellana, Bogotá",https://piedadalmario.wixsite.com/misitio,"Sitio construido en subdominio gratuito de Wix, sin dominio propio; footer muestra texto genérico de plantilla sin relación al negocio (""Cuerpo Sano""); copyright sin actualizar desde 2023; sin testimonios de pacientes; contacto principal es un Gmail personal en vez de dominio propio.",dra.piedadalmario@gmail.com,https://piedadalmario.wixsite.com/misitio (visitado vía WebFetch),"Dermatología estética (botox, manejo de acné, detección de cáncer de piel) es un servicio de ticket alto y recurrente, con consultorio propio en zona de alto poder adquisitivo (La Castellana).",7
